Title,Channel,Video Link,Channel Link,Views,Likes,Duration,Summary
"""우레이를 저렇게 가지고 논다고?"" 이강인이 중국이 자랑하는 축신 우레이를 어린애처럼 가지고 놀며 조롱하자, X같은 드리블로 우릴 모욕한다며 중국인들 극대노하는 상황",풋볼매거진,https://www.youtube.com/watch?v=AvH9A2xHhtM,https://www.youtube.com/channel/UCL2StfHxRLorkzSdzxXqadg,1635189,13287,8:09,중국 선수들은 이강인의 드리블에 모욕감을 느껴 경기를 포기하고 중국 선수들을 조롱하며 참교육을 시켰다고 설명했다
14억 중국의 희망 우레이 한국전 활약상ㄷㄷㄷ #shorts,축구는 고스트,https://www.youtube.com/watch?v=V-TAhIgKmds,https://www.youtube.com/channel/UC6t59aEbz2ELGBsxp2F-fjQ,476988,2675,0:33,레이에게 패스 우레이가 크로스 기회를 날려먹고 황 씨에게 맞자 경기를 중단 주심에게 엄청나게 지다가 우 치즈를 받네요 교체아웃 때는 우리입니다 교체아웃 때는 우리입니다
"손흥민 팔잡고 항의하는 우레이, 한국 선수 눈에 레이저나 쏘지 마라 #shorts",빡쎈[체육TV],https://www.youtube.com/watch?v=3m5MTBYoWVo,https://www.youtube.com/channel/UCISs-RL5Mj9KM8pv2p5G1Og,951882,12350,0:24,우레이는 손흥민이 중국인들에게 닥치라는 모욕적인 행동을 해서 닥쳐서 절했다 경기전 손흥민한테 더티 플레이 하자고 선동한 사람이 누구인지 번역 다 해 놨었다
대한민국 격투기 역사상 가장 감동적인 첫승 #ufc  #shorts,언더루키,https://www.youtube.com/watch?v=wteXsXwWIoM,https://www.youtube.com/channel/UCirhQiIn2Ru3uqLTOLfaHiQ,932970,11599,1:00,K1 다이너마이트에서 윤동식은 맨호프에게 먼저 라이트를 뻗어 보지만 맨호프는 무서운 펀치 세례로 되돌려 준다 이에 윤동식은 물러서지 않고 과감하게 맞불을 넣는다
이 남자의 계획,YO약,https://www.youtube.com/watch?v=Hc303wkXwEY,https://www.youtube.com/channel/UCgR6Lkr7EtNVbyarE-kyUpg,133429,1636,0:34,홈런 더비가 끝나자 홈런 공을 발견한 남성은 컵과 긴줄을 이용해 공을 집어 올릴 창의적인 계획을 세웁니다 성공적으로 공을 집어 올리자 관중들은 환호하며 박수를 보냅니다
돈이 아닌 야구를 사랑했던 인간 구대성,야잘알,https://www.youtube.com/watch?v=d06wDV_ClA8,https://www.youtube.com/channel/UC_zE2lXmYflynxGDBDdR8Jg,84881,1289,0:53,구 씨는 선수 시절 돈을 쫓기보다 야구를 쫓았고 실력만큼이나 따뜻한 마음을 가진 선수였다
통통통 #스롱,PBA TV,https://www.youtube.com/watch?v=g3n5T_xUU44,https://www.youtube.com/channel/UCuXTHFVxa6tPC_jmqwpyOUA,74138,535,0:30,통통통 몇 쿠션이 맞았는지 모를 정도로 많이 들어갔네 파운드만 수번 자 넷 통통이 두 번이었고 통통이 두 번이었다 통통이 두 번이었다 통통이 두 번이었다 통통이 두 번이었다
또 김판곤 말레이시아 14억 인도 박살냈다;; 4골 연속으로 퍼붓자 말레이 국왕 재계약 보너스 잭팟 터진 상황;;,스포맨,https://www.youtube.com/watch?v=74hwHA0lYes,https://www.youtube.com/channel/UCzxawsAnspJDEoUq3FmutWw,431424,9330,8:04,말레이시아 대표팀을 이끌고 있는 김 감독은 인도를 꺾은 후 선수들의 식습관을 완전히 바꿔 놓았고 선수들의 작은 부분부터 김 감독의 지략을 칭찬했다
"토트넘 내부 소식통 ""손흥민 막대한 보너스 조건 공개"" 프리미어리그 최고 연봉 조건?! (팩트체크)",한준TV HANJUNE TV,https://www.youtube.com/watch?v=G8MDgUoUwBU,https://www.youtube.com/channel/UC834OloIwmrmGTp8zpFbCPw,167641,4829,13:27,토트넘 스포에서 연일 월드 클래스 활약을 펼치고 있는 손 선수는 프리미어 리그 최고의 선수인데 이적료를 많이 받을 수 없는 상황에서 떠나버리면 계약을 체결할 수 있는 상황이다.
UFC에 등장한 괴물 ㄷㄷ,JASON MEDIA,https://www.youtube.com/watch?v=FocSWlbG0rA,https://www.youtube.com/channel/UCX3KEmJd6CXRNH6YVa9AoOQ,357893,7346,0:25,중앙아시아 러시아 선수들이 레슬링 베이스가 정말 탄탄하다 라크노스 커리어를 밟아 갈까요 중앙아시아 러시아 선수들이 레슬링 베이스가 정말 탄탄하다 중앙아시아 러시아 선수들이 레슬링 베이스가 탄탄하다
"속보, 박항서 감독 드디어 입열었다 베트남 재계약 관련 폭탄발언에발칵뒤집힌 베트남 현지상황 박감독 인터뷰 난리난 베트남언론",트래블튜브,https://www.youtube.com/watch?v=f5OZdQj_7Pw,https://www.youtube.com/channel/UCc4OuY3PeWklqBzQ3ySi3xA,185084,4501,8:38,베트남 언론은 박 감독이 베트남 축구에 기여하고 싶다고 말했으나 베트남 현지에서는 박 감독의 연봉이 매우 낮아 실망스럽다고 했다 베트남 누리꾼들은 박 감독이 우리 감독 같다고 했다 베트남 언론은 박 감독을 영입해야 한다고 했다
"""중꺾마""의 마인드로 성공시킨 베컴의 역대급 프리킥",축나잇,https://www.youtube.com/watch?v=hG7Ln_38ygw,https://www.youtube.com/channel/UCJUklowlI_XjqCcv-Bokmmg,194449,1291,0:54,잉글랜드는 그리스전 프리킥으로 2대 2 무승부를 이뤄 독일의 추격을 막고 1위 자리를 지켜 월드컵에 직행했다.
드라이버 비거리! 치고 멈춘다!,SBS Golf 레슨,https://www.youtube.com/watch?v=nIt3Z2Lyk34,https://www.youtube.com/channel/UCnY8QXU95EhOiPj30e9Maqg,137549,842,0:48,탄력 관성을 이해하기 위해서는 공을 치고 멈춰 주는 동작을 어느 정도 가져 줘야 한다.
우드를 잘쳐야 파5에서 버디를 만들수 있어요!,이용성 프로,https://www.youtube.com/watch?v=ExOYxgC8mPc,https://www.youtube.com/channel/UCm_Up9ozo4wR4-7o4SY2Icw,390230,2209,0:36,우드는 바닥에서 치는 클럽 중에 가장 긴 클럽으로 백스윙을 무리해서 가거나 임팩트 때 어깨가 들리면 미스샷이 발생한다 이렇게 해보세요 우드를 잘 쓰면 버디를 만드는데 유리하지만 현실은 이러면 안 된다 현실은 이러면 안 된다
공작금 받은 김건희? #shorts,이재명은합니다,https://www.youtube.com/watch?v=LL3K_j5cbdQ,https://www.youtube.com/channel/UCBZcdln89Y0dJzbhgdCmhcg,71672,7114,1:00,김 씨 명품 수수 영상이 공개된 후 대통령실 관계자 발로 어디서 공작금을 받았는지 알아야 된다는 보도가 나왔는데 북한 연관설이 왜 안 나오나 싶었다 
등지고 수직낙하. 이건 진짜 대박 레슨입니다,골프의 모든것 [Shorts],https://www.youtube.com/watch?v=V3MSjknaDxs,https://www.youtube.com/channel/UCw0QKW7OiAU5UeMQc8tcSFQ,115336,1887,0:37,스님 탑에 올라가서 스님 탑에 오른 손이 오른쪽 허벅지 쪽으로 떨어진다라고 생각해 줘야 하고 스님 탑에 올라가서 손이 오른쪽 허벅지 쪽으로 떨어진다라고 생각해 줘야 한다.
＂오자마자 너무 귀여워❤️＂ 김성근 감독이 극찬한 최연소 알바생😎 첫 등장부터 형들 사랑 듬뿍받는 문교원 VS 중앙대 2차전(1)｜최강야구｜JTBC 231127 방송,JTBC Voyage,https://www.youtube.com/watch?v=Lscg6_q_kuc,https://www.youtube.com/channel/UCF3UEVPt5zZTlBVJwDG317g,300355,2716,27:49,몬스터즈 선발 투수 허 선수는 2학년의 유망주로 1번 타자 김 선수는 1번 타자 최 선수는 2번 타자 박 선수는 3번 타자 최 선수는 1번 타자 최 선수는 2번 타자 최 선수는 1번 타자 최 선수는 1번 타자 최 선수는 1번 타자 최 선수는 1번 타자 최 선수 있다.
